,taxon_name,family
1081762,Pherotrichis,Apocynaceae
1081873,Thliphthisa,Rubiaceae
1085718,Tournefortiopsis,Rubiaceae
1085979,Ecua,Apocynaceae
1086254,Aidiopsis,Rubiaceae
1086256,Airosperma,Rubiaceae
1086312,Callipeltis,Rubiaceae
1086684,Opercularia,Rubiaceae
1086745,Pseudomussaenda,Rubiaceae
1087515,Quaqua,Apocynaceae
1088750,Asperula,Rubiaceae
1091295,Bungarimba,Rubiaceae
1092211,Phyllomelia,Rubiaceae
1092835,Astiella,Rubiaceae
1093107,Epigynum,Apocynaceae
1093199,Gaertnera,Rubiaceae
1093386,Leptoscela,Rubiaceae
1093428,Manettia,Rubiaceae
1093467,Mitchella,Rubiaceae
1093472,Morindopsis,Rubiaceae
1093481,Neonauclea,Rubiaceae
1094833,Bullockia,Rubiaceae
1094871,Dalzielia,Apocynaceae
1094875,Desmidorchis,Apocynaceae
1094878,Hemidesmus,Apocynaceae
1094885,Minaria,Apocynaceae
1094888,Myriopteron,Apocynaceae
1100252,Cowiea,Rubiaceae
1100307,Dibrachionostylus,Rubiaceae
1100446,Kohautia,Rubiaceae
1100495,Microphysa,Rubiaceae
1100636,Roigella,Rubiaceae
1100651,Stevensia,Rubiaceae
1100655,Stipularia,Rubiaceae
1102810,Crawfurdia,Gentianaceae
1105520,Steenisia,Rubiaceae
1106111,Acunaeanthus,Rubiaceae
1106152,Amalocalyx,Apocynaceae
1106235,Coprosma,Rubiaceae
1106281,Dictyophleba,Apocynaceae
1106300,Empogona,Rubiaceae
1107287,Richtersveldia,Apocynaceae
1108799,Enicostema,Gentianaceae
1110306,Cynanchica,Rubiaceae
1110796,Ciliosemina,Rubiaceae
1111128,Picrophloeus,Gentianaceae
1111589,Pseudopyxis,Rubiaceae
1111844,Henriquezia,Rubiaceae
1112192,Chelonanthus,Gentianaceae
1112363,Angadenia,Apocynaceae
1112535,Breonadia,Rubiaceae
1112790,Crusea,Rubiaceae
1112791,Cyclocotyla,Apocynaceae
1113016,Flagenium,Rubiaceae
1113036,Greeniopsis,Rubiaceae
1113068,Hypobathrum,Rubiaceae
1113086,Landolphia,Apocynaceae
1113110,Leptactina,Rubiaceae
1113308,Pimentelia,Rubiaceae
1114929,Cibirhiza,Apocynaceae
1115855,Adelphacme,Loganiaceae
1119423,Thenardia,Apocynaceae
1119483,Siphonandrium,Rubiaceae
1119506,Schwendenera,Rubiaceae
1119693,Nernstia,Rubiaceae
1119702,Neolamarckia,Rubiaceae
1119890,Holarrhena,Apocynaceae
1120410,Amphiasma,Rubiaceae
1120453,Badusa,Rubiaceae
1120769,Hedyotis,Rubiaceae
1120792,Holstianthus,Rubiaceae
1121103,Strempeliopsis,Apocynaceae
1122092,Hoya,Apocynaceae
1122128,Streptocaulon,Apocynaceae
1122130,Toxocarpus,Apocynaceae
1122241,Lintersemina,Rubiaceae
1145792,Saccifolium,Gentianaceae
1145799,Rhigospira,Apocynaceae
1146404,Alseis,Rubiaceae
1146630,Dioicodendron,Rubiaceae
1148993,Declieuxia,Rubiaceae
1149016,Dentella,Rubiaceae
1149187,Portlandia,Rubiaceae
1149197,Temnocalyx,Rubiaceae
1149354,Pseudogalium,Rubiaceae
1149637,Brargentina,Apocynaceae
1149640,Gongronemopsis,Apocynaceae
1152133,Aulacocalyx,Rubiaceae
1152139,Benkara,Rubiaceae
1152175,Burchellia,Rubiaceae
1152246,Coelopyrena,Rubiaceae
1152500,Hymenodictyon,Rubiaceae
1152530,Leptodermis,Rubiaceae
1152583,Mussaenda,Rubiaceae
1153972,Obolaria,Gentianaceae
1157309,Neomussaenda,Rubiaceae
1157533,Guettarda,Rubiaceae
1158135,Chonemorpha,Apocynaceae
1158161,Coutarea,Rubiaceae
1158347,Habroneuron,Rubiaceae
1158383,Khasiaclunea,Rubiaceae
1158395,Larsenaikia,Rubiaceae
1158425,Laxoplumeria,Apocynaceae
1158482,Oxyceros,Rubiaceae
1158531,Pleioceras,Apocynaceae
1158573,Riqueuria,Rubiaceae
1158633,Syringantha,Rubiaceae
1158692,Tabernanthe,Apocynaceae
1159619,Involucrella,Rubiaceae
1159639,Chthamalia,Apocynaceae
1159683,Pervillaea,Apocynaceae
1159709,Tweedia,Apocynaceae
1159816,Graciemoriana,Apocynaceae
1161707,Paraknoxia,Rubiaceae
1161832,Acranthera,Rubiaceae
1161883,Bobea,Rubiaceae
1162075,Leuconotis,Apocynaceae
1162545,Rhytidocaulon,Apocynaceae
1165686,Mouretia,Rubiaceae
1165690,Mucoa,Apocynaceae
1166594,Cinchonopsis,Rubiaceae
1167265,Papuechites,Apocynaceae
1167423,Spirolobium,Apocynaceae
1169035,× Hoodiorbea,Apocynaceae
1170317,Bouvardia,Rubiaceae
1170319,Tapeinostemon,Gentianaceae
1171560,Voyria,Gentianaceae
1172102,Neblinathamnus,Rubiaceae
1172105,Neobertiera,Rubiaceae
1172205,Antonia,Loganiaceae
1172215,Hexasepalum,Rubiaceae
1172548,Catesbaea,Rubiaceae
1172571,Cremaspora,Rubiaceae
1172608,Micrechites,Apocynaceae
1172618,Mycetia,Rubiaceae
1172750,Standleya,Rubiaceae
1173392,Rotundanthus,Apocynaceae
1174220,Coutoubea,Gentianaceae
1177306,Picardaea,Rubiaceae
1177714,Adenorandia,Rubiaceae
1177756,Allamanda,Apocynaceae
1177787,Ceratopyxis,Rubiaceae
1177794,Cladoceras,Rubiaceae
1177926,Dolichodelphys,Rubiaceae
1177945,Duidania,Rubiaceae
1178322,Apteranthes,Apocynaceae
1180568,Catharanthus,Apocynaceae
1180600,Couma,Apocynaceae
1180691,Hoffmannia,Rubiaceae
1180820,Tennantia,Rubiaceae
1181383,Buckollia,Apocynaceae
1181397,Duvalia,Apocynaceae
1181410,Gomphocarpus,Apocynaceae
1181419,Jobinia,Apocynaceae
1181422,Leichhardtia,Apocynaceae
1181429,Pentopetia,Apocynaceae
1181716,Gyrandra,Gentianaceae
1182294,Lecariocalyx,Rubiaceae
1184637,Stilpnophyllum,Rubiaceae
1184698,Sebaea,Gentianaceae
1185134,Buchozia,Rubiaceae
1185730,Sherardia,Rubiaceae
1185734,Spermacoce,Rubiaceae
1185767,Tamilnadia,Rubiaceae
1185804,Triainolepis,Rubiaceae
1187198,Orthosia,Apocynaceae
1188403,Jasminanthes,Apocynaceae
1188428,Tavaresia,Apocynaceae
1190759,Coccocypselum,Rubiaceae
1190775,Coptosperma,Rubiaceae
1190942,Schizozygia,Apocynaceae
1191360,Solenostemma,Apocynaceae
1191382,Papuahoya,Apocynaceae
1193787,Shaferocharis,Rubiaceae
1194384,Bikkia,Rubiaceae
1196790,Pleiocarpa,Apocynaceae
1197451,Anemotrochus,Apocynaceae
1197993,Acokanthera,Apocynaceae
1198131,Didymaea,Rubiaceae
1198744,Pycnorhachis,Apocynaceae
1198754,Sisyranthus,Apocynaceae
1198803,Tressensia,Apocynaceae
1199712,Geniostoma,Loganiaceae
1202455,Payera,Rubiaceae
1203108,Flexanthera,Rubiaceae
1203110,Funtumia,Apocynaceae
1203119,Genipa,Rubiaceae
1203139,Patima,Rubiaceae
1215846,Chlorocyathus,Apocynaceae
1215857,Ballyanthus,Apocynaceae
1215899,Pattalias,Apocynaceae
1215992,Exallosperma,Rubiaceae
1215993,Kindia,Rubiaceae
1216008,Chloropetalum,Apocynaceae
1219577,Trachelospermum,Apocynaceae
1220318,Didymochlamys,Rubiaceae
1220393,Eucorymbia,Apocynaceae
1220533,Massularia,Rubiaceae
1220569,Merumea,Rubiaceae
1221245,Donnellyanthus,Rubiaceae
1221362,Schlechterella,Apocynaceae
1224853,Wandersong,Rubiaceae
1225472,Potalia,Gentianaceae
1225710,Stipecoma,Apocynaceae
1225865,Pogonopus,Rubiaceae
1226194,Chimarrhis,Rubiaceae
1226577,Allowoodsonia,Apocynaceae
1226617,Aspidosperma,Apocynaceae
1226635,Benzonia,Rubiaceae
1226912,Eizia,Rubiaceae
1227003,Gillespiea,Rubiaceae
1227018,Guettardella,Rubiaceae
1227084,Kajewskiella,Rubiaceae
1227177,Mitracarpus,Rubiaceae
1227194,Ochrosia,Apocynaceae
1227231,Pacouria,Apocynaceae
1227344,Sericanthe,Rubiaceae
1228778,Hemipogon,Apocynaceae
1228779,Gyrostelma,Apocynaceae
1228787,Orthanthera,Apocynaceae
1228879,Latouchea,Gentianaceae
1233045,Symphyllophyton,Gentianaceae
1233186,Nauclea,Rubiaceae
1233992,Dioecrescis,Rubiaceae
1234205,Pomax,Rubiaceae
1234221,Rutidea,Rubiaceae
1235262,Edithcolea,Apocynaceae
1235268,Ibatia,Apocynaceae
1235273,Lachnostoma,Apocynaceae
1235299,Tacazzea,Apocynaceae
1235302,Telectadium,Apocynaceae
1235508,Logania,Loganiaceae
1236621,Neuburgia,Loganiaceae
1239093,Tortuella,Rubiaceae
1239129,Richardia,Rubiaceae
1239459,Chione,Rubiaceae
1239464,Calocrater,Apocynaceae
1240027,Mazaea,Rubiaceae
1240153,Petchia,Apocynaceae
1240330,Vangueria,Rubiaceae
1241046,Secamone,Apocynaceae
1241048,Sinomarsdenia,Apocynaceae
1245247,Willughbeia,Apocynaceae
1245374,Ronabea,Rubiaceae
1246205,Aoranthe,Rubiaceae
1246480,Cuviera,Rubiaceae
1246526,Dolicholobium,Rubiaceae
1246792,Hydnophytum,Rubiaceae
1246832,Joosia,Rubiaceae
1246847,Lamprothamnus,Rubiaceae
1247077,Palicourea,Rubiaceae
1247138,Plocaniophyllon,Rubiaceae
1248425,Heterostemma,Apocynaceae
1248436,Ophionella,Apocynaceae
1248855,Macrocarpaea,Gentianaceae
1249566,Tetrapollinia,Gentianaceae
1250426,Gentianopsis,Gentianaceae
1252619,Suberanthus,Rubiaceae
1252974,Nerium,Apocynaceae
1253482,Cosmibuena,Rubiaceae
1253542,Carterella,Rubiaceae
1253780,Coussarea,Rubiaceae
1253915,Kopsia,Apocynaceae
1254179,Temnopteryx,Rubiaceae
1254181,Theligonum,Rubiaceae
1254996,Calotropis,Apocynaceae
1254997,Campestigma,Apocynaceae
1255021,Kanahia,Apocynaceae
1255047,Parapodium,Apocynaceae
1255048,Pectinaria,Apocynaceae
1255052,Petalostelma,Apocynaceae
1255957,Utania,Gentianaceae
1258104,Tulearia,Rubiaceae
1258743,Pteralyxia,Apocynaceae
1258754,Plectaneia,Apocynaceae
1258835,Fagraea,Gentianaceae
1259447,Callichilia,Apocynaceae
1259499,Cordiera,Rubiaceae
1259714,Maschalodesme,Rubiaceae
1259719,Mastixiodendron,Rubiaceae
1259812,Pseudaidia,Rubiaceae
1259912,Simira,Rubiaceae
1259940,Vangueriopsis,Rubiaceae
1260660,Seychellea,Rubiaceae
1264182,Kupeantha,Rubiaceae
1264847,Phyllocyclus,Gentianaceae
1265845,Bonyunia,Loganiaceae
1266868,Ludekia,Rubiaceae
1267036,Paederia,Rubiaceae
1267113,Pygmaeothamnus,Rubiaceae
1268674,Diplolepis,Apocynaceae
1268722,Kanapia,Rubiaceae
1271745,Retiniphyllum,Rubiaceae
1272536,Ceropegia,Apocynaceae
1272553,Fischeria,Apocynaceae
1272582,Stenostelma,Apocynaceae
1272583,Stigmatorhynchus,Apocynaceae
1274699,Parahancornia,Apocynaceae
1275085,Coptophyllum,Rubiaceae
1275329,Schismatoclada,Rubiaceae
1275655,Socotrella,Apocynaceae
1276088,Bridsonia,Rubiaceae
1278285,Tamridaea,Rubiaceae
1278752,Gardneria,Loganiaceae
1278866,Hintonia,Rubiaceae
1278868,Hodgkinsonia,Rubiaceae
1278978,Rogiera,Rubiaceae
1280089,Comastoma,Gentianaceae
1281653,Villaria,Rubiaceae
1282129,Salzmannia,Rubiaceae
1282138,Schizocolea,Rubiaceae
1282752,Schinziella,Gentianaceae
1286045,Fadogia,Rubiaceae
1286057,Hunteria,Apocynaceae
1286129,Laubertia,Apocynaceae
1287208,Australluma,Apocynaceae
1287222,Dolichopetalum,Apocynaceae
1287251,Matelea,Apocynaceae
1287288,Pergularia,Apocynaceae
1287297,Periploca,Apocynaceae
1287306,Stephanotis,Apocynaceae
1287320,Vailia,Apocynaceae
1287426,Motleyothamnus,Rubiaceae
1292351,Peripeplus,Rubiaceae
1292377,Preussiodora,Rubiaceae
1292427,Sphinctanthus,Rubiaceae
1292483,Xantonneopsis,Rubiaceae
1293024,Polystemma,Apocynaceae
1293034,Schizoglossum,Apocynaceae
1293035,Schubertia,Apocynaceae
1297460,Paracorynanthe,Rubiaceae
1298120,Allomarkgrafia,Apocynaceae
1298260,Canthium,Rubiaceae
1298409,Discospermum,Rubiaceae
1298624,Kailarsenia,Rubiaceae
1298732,Maguireocharis,Rubiaceae
1298788,Manostachya,Rubiaceae
1299038,Pauridiantha,Rubiaceae
1300288,Dictyanthus,Apocynaceae
1303120,Diplorhynchus,Apocynaceae
1303141,Ephippiocarpa,Apocynaceae
1303207,Galiniera,Rubiaceae
1303390,Vangueriella,Rubiaceae
1304132,Mostuea,Gelsemiaceae
1304879,Aripuana,Gentianaceae
1306277,Trailliaedoxa,Rubiaceae
1307214,Chapelieria,Rubiaceae
1307408,Streblosiopsis,Rubiaceae
1308027,Morilloa,Apocynaceae
1308044,× Duvaliaranthus,Apocynaceae
1308067,Hypolobus,Apocynaceae
1308075,Pentatropis,Apocynaceae
1310642,Cryptolepis,Apocynaceae
1310672,Dischidia,Apocynaceae
1311923,Sabatia,Gentianaceae
1312406,Pseudocoptosperma,Rubiaceae
1313588,Ancylobothrys,Apocynaceae
1313590,Anthospermopsis,Rubiaceae
1313689,Exostema,Rubiaceae
1313695,Gynochthodes,Rubiaceae
1313712,Hamelia,Rubiaceae
1313725,Himalrandia,Rubiaceae
1314818,Orianthera,Loganiaceae
1317939,Aganosma,Apocynaceae
1318128,Erithalis,Rubiaceae
1318321,Neocouma,Apocynaceae
1318403,Rudgea,Rubiaceae
1319161,Foonchewia,Rubiaceae
1321296,Zeltnera,Gentianaceae
1321560,Stylosiphonia,Rubiaceae
1321625,Saprosma,Rubiaceae
1322016,Voacanga,Apocynaceae
1324554,Stenaria,Rubiaceae
1324956,Balmea,Rubiaceae
1325350,Molongum,Apocynaceae
1325360,Myrmecodia,Rubiaceae
1325363,Myrmeconauclea,Rubiaceae
1327714,Tromlyca,Rubiaceae
1330696,Dunnia,Rubiaceae
1330918,Celiantha,Gentianaceae
1331139,Crioceras,Apocynaceae
1331311,Klossia,Rubiaceae
1331320,Lasianthus,Rubiaceae
1331579,Beaumontia,Apocynaceae
1331601,Blepharidium,Rubiaceae
1331733,Cylindropsis,Apocynaceae
1334789,Notopleura,Rubiaceae
1335001,Geophila,Rubiaceae
1335247,Amphidasya,Rubiaceae
1336051,Cicendia,Gentianaceae
1337224,Paralasianthus,Rubiaceae
1337803,Kerianthera,Rubiaceae
1338440,Gonioma,Apocynaceae
1338530,Mitriostigma,Rubiaceae
1338559,Osa,Rubiaceae
1338574,Parapentas,Rubiaceae
1338628,Tarennoidea,Rubiaceae
1340100,Randia,Rubiaceae
1340504,Gallienia,Rubiaceae
1341174,Faroa,Gentianaceae
1344527,Glionnetia,Rubiaceae
1346718,Acrobotrys,Rubiaceae
1346749,Bradea,Rubiaceae
1347366,Ptycanthera,Apocynaceae
1347367,Rhytidostemma,Apocynaceae
1347572,Hoppea,Gentianaceae
1351327,Exochaenium,Gentianaceae
1351658,Danais,Rubiaceae
1351817,Meyna,Rubiaceae
1351829,Rhadinopus,Rubiaceae
1352572,Trichosandra,Apocynaceae
1353143,Kamettia,Apocynaceae
1354781,Decanema,Apocynaceae
1354789,× Hoodiapelia,Apocynaceae
1354974,Roraimaea,Gentianaceae
1355442,Tachia,Gentianaceae
1356421,Coutareopsis,Rubiaceae
1357017,Posoqueria,Rubiaceae
1357583,Bisgoeppertia,Gentianaceae
1357800,Amsonia,Apocynaceae
1357928,Cosmocalyx,Rubiaceae
1358506,Saba,Apocynaceae
1358529,Synaptantha,Rubiaceae
1358645,Amphistemon,Rubiaceae
1358908,Gentiana,Gentianaceae
1361635,Sipapoantha,Gentianaceae
1362497,Phylohydrax,Rubiaceae
1362710,Oreopolus,Rubiaceae
1365007,Canscora,Gentianaceae
1365199,Dirichletia,Rubiaceae
1365237,Limnosipanea,Rubiaceae
1365271,Nertera,Rubiaceae
1365272,Neurocalyx,Rubiaceae
1365658,Razafimandimbisonia,Rubiaceae
1366216,Belonophora,Rubiaceae
1366258,Capirona,Rubiaceae
1366446,Hedythyrsus,Rubiaceae
1366453,Hillia,Rubiaceae
1366591,Ochreinauclea,Rubiaceae
1367550,Conomitra,Apocynaceae
1367563,Gymnanthera,Apocynaceae
1369268,Gongronema,Apocynaceae
1369941,Nenax,Rubiaceae
1370513,Kelloggia,Rubiaceae
1370523,Lacmellea,Apocynaceae
1371297,Botryarrhena,Rubiaceae
1371614,Pteridocalyx,Rubiaceae
1372708,Tripterospermum,Gentianaceae
1373934,Baissea,Apocynaceae
1373935,Baharuia,Apocynaceae
1374041,Dewevrella,Apocynaceae
1374155,Macoubea,Apocynaceae
1375496,Pterygocalyx,Gentianaceae
1375977,Picralima,Apocynaceae
1376733,Aphanocarpus,Rubiaceae
1376759,Augusta,Rubiaceae
1376820,Byrsophyllum,Rubiaceae
1376927,Cruckshanksia,Rubiaceae
1376992,Fernelia,Rubiaceae
1377087,Pachystylus,Rubiaceae
1377117,Placocarpa,Rubiaceae
1377750,Harmandiella,Apocynaceae
1377759,Oncinema,Apocynaceae
1377788,× Stapvalia,Apocynaceae
1377962,Orphium,Gentianaceae
1379750,Galianthe,Rubiaceae
1379918,Pseudonesohedyotis,Rubiaceae
1379924,Psydrax,Rubiaceae
1380226,Streptoechites,Apocynaceae
1380388,Djaloniella,Gentianaceae
1383240,Lerchea,Rubiaceae
1383327,Phyllocrater,Rubiaceae
1383365,Ramosmania,Rubiaceae
1383380,Scolosanthus,Rubiaceae
1383595,Dimetia,Rubiaceae
1383694,Nesohedyotis,Rubiaceae
1383737,Prestonia,Apocynaceae
1384177,Debia,Rubiaceae
1384388,Ixanthus,Gentianaceae
1384971,Centaurium,Gentianaceae
1385954,Phyllangium,Loganiaceae
1386160,Streblosa,Rubiaceae
1386485,Chironia,Gentianaceae
1386547,Adina,Rubiaceae
1386688,Crucianella,Rubiaceae
1386745,Galactophora,Apocynaceae
1386811,Mitrasacmopsis,Rubiaceae
1386990,Scyphostachys,Rubiaceae
1388206,Aspidonepsis,Apocynaceae
1388208,Boucerosia,Apocynaceae
1388233,Lygisma,Apocynaceae
1388716,Condylocarpon,Apocynaceae
1390551,Elytropus,Apocynaceae
1390646,Leucocodon,Rubiaceae
1390707,Sipaneopsis,Rubiaceae
1393512,Asterostemma,Apocynaceae
1393543,Leptadenia,Apocynaceae
1393576,Pentacyphus,Apocynaceae
1393578,Phaeostemma,Apocynaceae
1393579,Philibertia,Apocynaceae
1393598,Phyllanthera,Apocynaceae
1393708,Bruceholstia,Apocynaceae
1393709,Vulcanoa,Apocynaceae
1395885,Pentas,Rubiaceae
1396248,Ganguelia,Rubiaceae
1396268,Isidorea,Rubiaceae
1398960,Amaracarpus,Rubiaceae
1399635,Cordylostigma,Rubiaceae
1399717,Maclaudia,Apocynaceae
1399738,Stomatostemma,Apocynaceae
1399745,Tylodontia,Apocynaceae
1401947,Anthocleista,Gentianaceae
1402802,Parainvolucrella,Rubiaceae
1402878,Lagenias,Gentianaceae
1404228,Yanomamua,Gentianaceae
1406482,Fockea,Apocynaceae
1406487,Goniostemma,Apocynaceae
1406526,Caa,Apocynaceae
1407672,Heinsenia,Rubiaceae
1407899,Psychotria,Rubiaceae
1407933,Rubovietnamia,Rubiaceae
1408013,Tammsia,Rubiaceae
1409317,Xysmalobium,Apocynaceae
1409920,Dichilanthe,Rubiaceae
1410061,Ophiorrhiza,Rubiaceae
1410464,Thamnoldenlandia,Rubiaceae
1410603,Raphionacme,Apocynaceae
1410655,Curtia,Gentianaceae
1410888,Paganuccia,Rubiaceae
1412867,Pseudomantalania,Rubiaceae
1413386,Cruciata,Rubiaceae
1413659,Oldenlandia,Rubiaceae
1413676,Pyrostria,Rubiaceae
1413771,Stachyarrhena,Rubiaceae
1413792,Thogsennia,Rubiaceae
1416847,Exacum,Gentianaceae
1416863,Monosalpinx,Rubiaceae
1416989,Coddia,Rubiaceae
1417029,Calolisianthus,Gentianaceae
1417074,Adenium,Apocynaceae
1417263,Leucolophus,Rubiaceae
1417462,Sipanea,Rubiaceae
1417737,Bahiella,Apocynaceae
1418119,Praravinia,Rubiaceae
1419082,Baroniella,Apocynaceae
1419102,Cryptostegia,Apocynaceae
1419134,× Orbelia,Apocynaceae
1420546,Thoreauea,Apocynaceae
1420899,Greenea,Rubiaceae
1420944,Everistia,Rubiaceae
1421221,Ambelania,Apocynaceae
1421233,Chassalia,Rubiaceae
1422336,Megacodon,Gentianaceae
